monetdb	11.17.13	tpch	1	coldruns	q01	1	3.49
monetdb	11.17.13	tpch	1	coldruns	q02	1	1.14
monetdb	11.17.13	tpch	1	coldruns	q03	1	3.26
monetdb	11.17.13	tpch	1	coldruns	q04	1	2.20
monetdb	11.17.13	tpch	1	coldruns	q05	1	3.66
monetdb	11.17.13	tpch	1	coldruns	q06	1	2.19
monetdb	11.17.13	tpch	1	coldruns	q07	1	4.32
monetdb	11.17.13	tpch	1	coldruns	q08	1	4.04
monetdb	11.17.13	tpch	1	coldruns	q09	1	5.00
monetdb	11.17.13	tpch	1	coldruns	q10	1	3.25
monetdb	11.17.13	tpch	1	coldruns	q11	1	0.89
monetdb	11.17.13	tpch	1	coldruns	q12	1	2.99
monetdb	11.17.13	tpch	1	coldruns	q13	1	2.63
monetdb	11.17.13	tpch	1	coldruns	q14	1	2.48
monetdb	11.17.13	tpch	1	coldruns	q15	1	2.64
monetdb	11.17.13	tpch	1	coldruns	q16	1	0.82
monetdb	11.17.13	tpch	1	coldruns	q17	1	2.94
monetdb	11.17.13	tpch	1	coldruns	q18	1	2.58
monetdb	11.17.13	tpch	1	coldruns	q19	1	2.80
monetdb	11.17.13	tpch	1	coldruns	q20	1	2.64
monetdb	11.17.13	tpch	1	coldruns	q21	1	4.55
monetdb	11.17.13	tpch	1	coldruns	q22	1	0.51
monetdb	11.17.13	tpch	1	coldruns	q01	2	3.26
monetdb	11.17.13	tpch	1	coldruns	q02	2	1.15
monetdb	11.17.13	tpch	1	coldruns	q03	2	3.36
monetdb	11.17.13	tpch	1	coldruns	q04	2	2.84
monetdb	11.17.13	tpch	1	coldruns	q05	2	3.37
monetdb	11.17.13	tpch	1	coldruns	q06	2	2.32
monetdb	11.17.13	tpch	1	coldruns	q07	2	3.81
monetdb	11.17.13	tpch	1	coldruns	q08	2	4.25
monetdb	11.17.13	tpch	1	coldruns	q09	2	4.90
monetdb	11.17.13	tpch	1	coldruns	q10	2	3.37
monetdb	11.17.13	tpch	1	coldruns	q11	2	1.01
monetdb	11.17.13	tpch	1	coldruns	q12	2	3.23
monetdb	11.17.13	tpch	1	coldruns	q13	2	2.75
monetdb	11.17.13	tpch	1	coldruns	q14	2	2.61
monetdb	11.17.13	tpch	1	coldruns	q15	2	2.52
monetdb	11.17.13	tpch	1	coldruns	q16	2	0.75
monetdb	11.17.13	tpch	1	coldruns	q17	2	3.11
monetdb	11.17.13	tpch	1	coldruns	q18	2	2.93
monetdb	11.17.13	tpch	1	coldruns	q19	2	2.72
monetdb	11.17.13	tpch	1	coldruns	q20	2	2.61
monetdb	11.17.13	tpch	1	coldruns	q21	2	3.94
monetdb	11.17.13	tpch	1	coldruns	q22	2	0.70
monetdb	11.17.13	tpch	1	coldruns	q01	3	3.36
monetdb	11.17.13	tpch	1	coldruns	q02	3	1.22
monetdb	11.17.13	tpch	1	coldruns	q03	3	4.00
monetdb	11.17.13	tpch	1	coldruns	q04	3	2.43
monetdb	11.17.13	tpch	1	coldruns	q05	3	3.13
monetdb	11.17.13	tpch	1	coldruns	q06	3	2.43
monetdb	11.17.13	tpch	1	coldruns	q07	3	3.78
monetdb	11.17.13	tpch	1	coldruns	q08	3	4.03
monetdb	11.17.13	tpch	1	coldruns	q09	3	6.65
monetdb	11.17.13	tpch	1	coldruns	q10	3	3.38
monetdb	11.17.13	tpch	1	coldruns	q11	3	0.88
monetdb	11.17.13	tpch	1	coldruns	q12	3	3.38
monetdb	11.17.13	tpch	1	coldruns	q13	3	2.99
monetdb	11.17.13	tpch	1	coldruns	q14	3	2.88
monetdb	11.17.13	tpch	1	coldruns	q15	3	2.58
monetdb	11.17.13	tpch	1	coldruns	q16	3	0.74
monetdb	11.17.13	tpch	1	coldruns	q17	3	2.76
monetdb	11.17.13	tpch	1	coldruns	q18	3	2.81
monetdb	11.17.13	tpch	1	coldruns	q19	3	3.06
monetdb	11.17.13	tpch	1	coldruns	q20	3	2.42
monetdb	11.17.13	tpch	1	coldruns	q21	3	4.21
monetdb	11.17.13	tpch	1	coldruns	q22	3	0.70
monetdb	11.17.13	tpch	1	coldruns	q01	4	3.57
monetdb	11.17.13	tpch	1	coldruns	q02	4	1.27
monetdb	11.17.13	tpch	1	coldruns	q03	4	3.63
monetdb	11.17.13	tpch	1	coldruns	q04	4	2.42
monetdb	11.17.13	tpch	1	coldruns	q05	4	3.60
monetdb	11.17.13	tpch	1	coldruns	q06	4	2.47
monetdb	11.17.13	tpch	1	coldruns	q07	4	3.94
monetdb	11.17.13	tpch	1	coldruns	q08	4	4.56
monetdb	11.17.13	tpch	1	coldruns	q09	4	4.98
monetdb	11.17.13	tpch	1	coldruns	q10	4	3.58
